Index,Price,Currency,Condition,Vehicle_brand,Vehicle_model,Vehicle_version,Vehicle_generation,Production_year,Mileage_km,Power_HP,Displacement_cm3,Fuel_type,CO2_emissions,Drive,Transmission,Type,Doors_number,Colour,Origin_country,First_owner,First_registration_date,Offer_publication_date,Offer_location,Features
652,10900,PLN,Used,Alfa Romeo,159,1.9 JTDM 8V DPF,,2008,339000.0,120.0,1910.0,Diesel,157.0,Front wheels,Manual,sedan,4.0,black,,,28/03/2008,28/04/2021,"Kuźnia Raciborska, raciborski, Śląskie","['ABS', 'Drivers airbag', 'Alarm', 'Bluetooth', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'Air curtains', 'DVD player', 'Airbag protecting the knees', 'Tinted windows', 'Velor upholstery', 'Central locking', 'Passengers airbag', 'Alloy wheels', 'Electrochromic side mirrors', 'Isofix', 'Dual zone air conditioning', 'MP3', 'Heated windscreen', 'Front side airbags', 'Aftermarket radio', 'Multifunction steering wheel', 'Electric front windows', 'Power steering', 'ASR (traction control)', 'Electric rear windows', 'Rear view camera', 'On-board computer', 'GPS navigation', 'Heated side mirrors', 'Rear side airbags', 'Daytime running lights']"
653,27900,PLN,Used,Alfa Romeo,Giulietta,2.0 JTDM Progression,,2012,203500.0,170.0,1956.0,Diesel,124.0,Front wheels,Manual,compact,5.0,black,,,,28/04/2021,"Ostrów Mazowiecka, ostrowski, Mazowieckie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Bluetooth', 'Front parking sensors', 'Electric rear windows', 'Automatic air conditioning', 'Air curtains', 'Front side airbags', 'LED lights', 'Cruise control', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rain sensor', 'Rear parking sensors', 'ESP(stabilization of the track)', 'Dual zone air conditioning', 'Heated side mirrors', 'Tinted windows', 'Fog lights', 'Multifunction steering wheel', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Twilight sensor', 'Electrochromic rear view mirror', 'AUX socket', 'On-board computer', 'Heated front seats', 'Daytime running lights', 'Leather upholstery']"
654,14000,PLN,Used,Alfa Romeo,159,1.9JTDM Distinctive,,2005,229900.0,150.0,1910.0,Diesel,159.0,Front wheels,Manual,sedan,4.0,gray,Belgium,,20/10/2005,28/04/2021,"Pawłów, starachowicki, Świętokrzyskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'Electric rear windows', 'Automatic air conditioning', 'Air curtains', 'Front side airbags', 'Leather upholstery', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Bluetooth', 'ESP(stabilization of the track)', 'Dual zone air conditioning', 'Speed limiter', 'Rear side airbags', 'Cruise control', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Rear parking sensors', 'Isofix', 'On-board computer', 'Heated windscreen', 'Fog lights', 'Multifunction steering wheel']"
655,139900,PLN,Used,Alfa Romeo,Giulia,2.0 Turbo Veloce Q4,,2017,65000.0,280.0,1995.0,Gasoline,156.0,4x4 (permanent),Automatic,sedan,4.0,white,Poland,Yes,28/05/2018,30/04/2021,"Obrzeżna Północna, 24 - 41-400 Mysłowice, Śląskie (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'Rain sensor', 'Front parking sensors', 'Electrochromic rear view mirror', 'ESP(stabilization of the track)', 'USB socket', 'Automatic air conditioning', 'Air curtains', 'GPS navigation', 'Heated side mirrors', 'Front side airbags', 'Daytime running lights', 'Xenon lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Lane assistant', 'Blind spot sensor', 'Rear parking sensors', 'Electric rear windows', 'AUX socket', 'Isofix', 'Dual zone air conditioning', 'Shift paddles', 'DVD player', 'Heated front seats', 'Tinted windows', 'LED lights', 'Leather upholstery', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Bluetooth', 'Twilight sensor', 'Electrochromic side mirrors', 'Electrically adjustable seats', 'SD socket', 'Rear view camera', 'On-board computer', 'MP3', 'Speed limiter', 'Airbag protecting the knees', 'Start-Stop system', 'Fog lights', 'Cruise control']"
656,8200,PLN,Used,Alfa Romeo,147,1.9 JTD 8V Impression,,2007,150000.0,120.0,1910.0,Diesel,153.0,Front wheels,Manual,compact,5.0,silver,,,,28/04/2021,"Opoczno, opoczyński, Łódzkie",['Manual air conditioning']
657,13900,PLN,Used,Alfa Romeo,Crosswagon,156 1.9JTD Stradale Progr,,2007,206000.0,150.0,1910.0,Diesel,157.0,4x4 (attached automatically),Manual,station_wagon,5.0,gray,,Yes,09/02/2007,28/04/2021,"DRUCIANA 7 - 03-190 Warszawa, Białołęka (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'MP3', 'Front side airbags', 'Roof rails', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'AUX socket', 'On-board computer', 'Heated side mirrors', 'Rear side airbags', 'Velor upholstery', 'CD changer', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Isofix', 'Air curtains', 'Heated front seats', 'Tinted windows', 'Cruise control']"
658,27900,PLN,Used,Alfa Romeo,Giulietta,,,2011,168030.0,170.0,1956.0,Diesel,,Front wheels,Manual,city_cars,5.0,red,,Yes,,27/04/2021,"Nowy Sącz, Małopolskie","['ABS', 'Alloy wheels', 'Central locking', 'Rear parking sensors', 'Electrochromic rear view mirror', 'Electrically adjustable mirrors', 'USB socket', 'Automatic air conditioning', 'Air curtains', 'Heated side mirrors', 'Front side airbags', 'Start-Stop system', 'ASR (traction control)', 'Bluetooth', 'Rain sensor', 'ESP(stabilization of the track)', 'Electric front windows', 'AUX socket', 'Immobilizer', 'Dual zone air conditioning', 'MP3', 'Drivers airbag', 'Factory radio', 'Alarm', 'CD', 'Twilight sensor', 'Electrochromic side mirrors', 'Electric rear windows', 'SD socket', 'Isofix', 'On-board computer', 'Speed limiter', 'Passengers airbag', 'Leather upholstery']"
659,31500,PLN,Used,Alfa Romeo,GT,1.9JTD 16V Black Line,,2009,192136.0,150.0,1910.0,Diesel,165.0,Front wheels,Manual,coupe,2.0,red,Germany,,13/08/2009,27/04/2021,"Poznań, Wielkopolskie, Nowe Miasto","['ABS', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rear parking sensors', 'Automatic air conditioning', 'Air curtains', 'Heated front seats', 'Fog lights', 'Cruise control', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'ESP(stabilization of the track)', 'Dual zone air conditioning', 'MP3', 'Front side airbags', 'Xenon lights', 'Multifunction steering wheel', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Bluetooth', 'Isofix', 'On-board computer', 'Heated side mirrors', 'Tinted windows', 'Leather upholstery']"
660,11900,PLN,Used,Alfa Romeo,Mito,1.3 JTDM,,2009,180000.0,90.0,1248.0,Diesel,,Front wheels,Manual,city_cars,3.0,black,,,07/08/2009,27/04/2021,"Gdynia, Pomorskie, Pogórze","['ABS', 'CD', 'Electric front windows', 'Manual air conditioning', 'Factory radio', 'ASR (traction control)', 'Central locking', 'Immobilizer', 'On-board computer', 'Power steering', 'Alloy wheels', 'ESP(stabilization of the track)', 'Isofix', 'Heated side mirrors']"
661,18700,PLN,Used,Alfa Romeo,Mito,1.4 TB MultiAir Distinctive,,2009,122708.0,135.0,1368.0,Gasoline,129.0,Front wheels,Manual,city_cars,3.0,black,Switzerland,,,27/04/2021,"Wieliczka, wielicki, Małopolskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'Heated side mirrors', 'Start-Stop system', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Bluetooth', 'USB socket', 'Air curtains', 'Airbag protecting the knees', 'Fog lights', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Rain sensor', 'Isofix', 'MP3', 'Tinted windows', 'Cruise control']"
662,6499,PLN,Used,Alfa Romeo,156,1.9JTD16v Distinctive,,2004,227000.0,140.0,1910.0,Diesel,,Front wheels,Manual,station_wagon,4.0,red,Germany,,,27/04/2021,"Częstochowa, Śląskie, Północ","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Hook', 'Air curtains', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Automatic air conditioning', 'Heated front seats', 'Central locking', 'Immobilizer', 'Factory radio', 'Rear parking sensors', 'Dual zone air conditioning', 'Cruise control']"
663,14900,PLN,Used,Alfa Romeo,Mito,1.6 JTDM,,2008,203000.0,120.0,1598.0,Diesel,122.0,Front wheels,Manual,city_cars,3.0,black,,,,27/04/2021,"Zielona Góra, Lubuskie","['ABS', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Isofix', 'Daytime running lights', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Manual air conditioning', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ESP(stabilization of the track)', 'On-board computer']"
664,34000,PLN,Used,Alfa Romeo,Giulietta,2.0 JTDM 16V,,2013,125200.0,140.0,1956.0,Diesel,,Front wheels,Manual,compact,5.0,red,Sweden,Yes,23/10/2013,27/04/2021,"Czarlin, gm. Tczew, tczewski, Pomorskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'Electrochromic rear view mirror', 'Dual zone air conditioning', 'Airbag protecting the knees', 'Start-Stop system', 'Fog lights', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Bluetooth', 'Electric rear windows', 'Air curtains', 'Front side airbags', 'Daytime running lights', 'Cruise control', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Electrochromic side mirrors', 'Hook', 'Heated front seats', 'Rear side airbags', 'LED lights', 'Multifunction steering wheel']"
665,24900,PLN,Used,Alfa Romeo,Mito,1.4 MultiAir Distinctive,,2012,42276.0,105.0,1368.0,Gasoline,134.0,Front wheels,Manual,small_cars,3.0,red,Poland,,,29/04/2021,"Warszawa, Mazowieckie, Bielany","['CD', 'Rear parking sensors', 'Central locking', 'Automatic air conditioning', 'Electric front windows', 'Multifunction steering wheel']"
666,20900,PLN,Used,Alfa Romeo,159,2.4 JTDM 20V DPF Q-Tronic,,2010,195162.0,200.0,2387.0,Diesel,,Front wheels,Automatic,sedan,4.0,black,,,27/04/2010,27/04/2021,"Mława, mławski, Mazowieckie","['ABS', 'Central locking', 'Electric front windows', 'USB socket', 'Dual zone air conditioning', 'Speed limiter', 'Factory radio', 'Multifunction steering wheel', 'Alloy wheels', 'Rain sensor', 'Electric rear windows', 'Hook', 'Automatic air conditioning', 'Drivers airbag', 'Velor upholstery', 'Power steering', 'CD', 'Rear parking sensors', 'Electrically adjustable mirrors', 'Immobilizer', 'On-board computer', 'Passengers airbag', 'Cruise control', 'Xenon lights']"
667,9990,PLN,Used,Alfa Romeo,147,1.6 T.S Impression,,2005,220000.0,105.0,1598.0,Gasoline,163.0,Front wheels,Manual,city_cars,3.0,other,,,,27/04/2021,"Wałbrzych Ogrodowa 31 - 58-316 Wałbrzych, Dolnośląskie (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'AUX socket', 'Dual zone air conditioning', 'MP3', 'Fog lights', 'Velor upholstery', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'SD socket', 'On-board computer', 'Heated side mirrors', 'Multifunction steering wheel', 'Central locking', 'Immobilizer', 'Factory radio', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'Air curtains', 'Tinted windows', 'Isofix']"
668,137160,PLN,Used,Alfa Romeo,Stelvio,2.0 Turbo B-Tech Edition Q4,,2019,28541.0,200.0,1995.0,Gasoline,183.0,4x4 (attached automatically),Automatic,SUV,5.0,gray,Poland,Yes,24/06/2019,30/04/2021,"Poznań, Wielkopolskie, Jeżyce","['ABS', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Lane assistant', 'Blind spot sensor', 'Rear parking sensors', 'Electrochromic rear view mirror', 'ESP(stabilization of the track)', 'Hook', 'Automatic air conditioning', 'MP3', 'Heated front seats', 'Roof rails', 'LED lights', 'Leather upholstery', 'Central locking', 'Immobilizer', 'Factory radio', 'Alloy wheels', 'Bluetooth', 'Twilight sensor', 'Panoramic roof', 'Electric rear windows', 'AUX socket', 'Isofix', 'Dual zone air conditioning', 'Speed limiter', 'Front side airbags', 'Start-Stop system', 'Fog lights', 'Active cruise control', 'Electric front windows', 'Drivers airbag', 'Power steering', 'ASR (traction control)', 'Rain sensor', 'Front parking sensors', 'Electrochromic side mirrors', 'Electrically adjustable seats', 'USB socket', 'Rear view camera', 'On-board computer', 'Heated side mirrors', 'Tinted windows', 'Daytime running lights', 'Xenon lights', 'Multifunction steering wheel']"
669,8700,PLN,Used,Alfa Romeo,159,1.9 JTDM 16V DPF,,2008,105000.0,150.0,1910.0,Diesel,157.0,Front wheels,Manual,sedan,4.0,other,France,,,27/04/2021,"Stara Obra, krotoszyński, Wielkopolskie","['ABS', 'Alloy wheels', 'Rear parking sensors', 'Electrochromic rear view mirror', 'Automatic air conditioning', 'Drivers airbag', 'Rear side airbags', 'Velor upholstery', 'Fog lights', 'ASR (traction control)', 'CD', 'ESP(stabilization of the track)', 'Electric front windows', 'Dual zone air conditioning', 'Passengers airbag', 'Factory radio', 'Multifunction steering wheel', 'Alarm', 'Central locking', 'Electrochromic side mirrors', 'Electric rear windows', 'Air curtains', 'Front side airbags', 'Start-Stop system', 'Power steering']"
670,19500,PLN,Used,Alfa Romeo,Mito,1.3 JTDM ECO,,2012,149000.0,84.0,1248.0,Diesel,90.0,Front wheels,Manual,compact,3.0,white,,,30/05/2017,27/04/2021,"Śmiłowo, szamotulski, Wielkopolskie","['CD', 'Electrically adjustable mirrors', 'Factory radio', 'Bluetooth', 'Automatic air conditioning', 'Start-Stop system', 'Leather upholstery', 'Central locking', 'Drivers airbag', 'Power steering', 'Rear parking sensors', 'Shift paddles', 'Daytime running lights', 'Cruise control', 'Electric front windows', 'Passengers airbag', 'Alloy wheels', 'AUX socket', 'Heated windscreen', 'Fog lights', 'Multifunction steering wheel']"
671,255709,PLN,New,Alfa Romeo,Stelvio,,,2021,5.0,280.0,2000.0,Gasoline,,4x4 (attached automatically),Automatic,SUV,,black,Poland,,,27/04/2021,"Batorego 69a - 65-735 Zielona Góra, Lubuskie (Polska)","['ABS', 'Lane assistant', 'Rain sensor', 'Front parking sensors', 'Electrochromic rear view mirror', 'Electrically adjustable seats', 'Immobilizer', 'Automatic air conditioning', 'Speed limiter', 'Passengers airbag', 'Tinted windows', 'LED lights', 'Start-Stop system', 'Active cruise control', 'Alloy wheels', 'Bluetooth', 'Blind spot sensor', 'Rear parking sensors', 'Electric front windows', 'Electrically adjustable mirrors', 'Isofix', 'Dual zone air conditioning', 'Heated front seats', 'Front side airbags', 'Factory radio', 'Fog lights', 'Leather upholstery', 'Power steering', 'ASR (traction control)', 'Central locking', 'Twilight sensor', 'Electrochromic side mirrors', 'Electric rear windows', 'ESP(stabilization of the track)', 'Rear view camera', 'On-board computer', 'Drivers airbag', 'Rear side airbags', 'Xenon lights', 'GPS navigation', 'Cruise control', 'Shift paddles']"
672,2950,PLN,Used,Alfa Romeo,156,,,2003,232000.0,166.0,1970.0,Gasoline,,Front wheels,Manual,station_wagon,5.0,black,Germany,,,27/04/2021,"Gen. Józefa Bema 5 - 73-110 Stargard Szczeciński, stargardzki, Zachodniopomorskie (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Electric rear windows', 'On-board computer', 'Heated side mirrors', 'CD changer', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'ESP(stabilization of the track)', 'Air curtains', 'Tinted windows', 'Central locking', 'Immobilizer', 'Factory radio', 'Electrochromic rear view mirror', 'Manual air conditioning', 'GPS navigation', 'Fog lights']"
673,171499,PLN,New,Alfa Romeo,Stelvio,,,2021,5.0,200.0,2000.0,Gasoline,,4x4 (attached automatically),Automatic,SUV,,red,Poland,,,27/04/2021,"Batorego 69a - 65-735 Zielona Góra, Lubuskie (Polska)","['ABS', 'Bluetooth', 'Twilight sensor', 'Electric front windows', 'Electrically adjustable mirrors', 'Immobilizer', 'Automatic air conditioning', 'Drivers airbag', 'Rear side airbags', 'Daytime running lights', 'Cruise control', 'Alloy wheels', 'Central locking', 'Front parking sensors', 'Electric rear windows', 'ESP(stabilization of the track)', 'Isofix', 'Dual zone air conditioning', 'Passengers airbag', 'Factory radio', 'LED lights', 'Multifunction steering wheel', 'Lane assistant', 'Rain sensor', 'Rear parking sensors', 'Electrically adjustable seats', 'USB socket', 'Rear view camera', 'On-board computer', 'Front side airbags', 'Xenon lights', 'Start-Stop system']"
674,197999,PLN,Used,Alfa Romeo,Stelvio,,,2019,8630.0,280.0,2000.0,Gasoline,,4x4 (attached automatically),Automatic,SUV,,blue,Poland,Yes,,27/04/2021,"Batorego 69a - 65-735 Zielona Góra, Lubuskie (Polska)","['ABS', 'Lane assistant', 'Rain sensor', 'Rear parking sensors', 'Electrically adjustable seats', 'AUX socket', 'Isofix', 'Dual zone air conditioning', 'Heated side mirrors', 'Front side airbags', 'Xenon lights', 'Start-Stop system', 'Active cruise control', 'Shift paddles', 'Alloy wheels', 'Bluetooth', 'Blind spot sensor', 'Electric front windows', 'Electrically adjustable mirrors', 'USB socket', 'Rear view camera', 'On-board computer', 'Drivers airbag', 'Tinted windows', 'Daytime running lights', 'Leather upholstery', 'Multifunction steering wheel', 'ASR (traction control)', 'Central locking', 'Front parking sensors', 'Electric rear windows', 'ESP(stabilization of the track)', 'Immobilizer', 'Automatic air conditioning', 'Speed limiter', 'Passengers airbag', 'Factory radio', 'GPS navigation', 'Cruise control', 'Power steering']"
675,245239,PLN,New,Alfa Romeo,Stelvio,,,2021,5.0,280.0,2000.0,Gasoline,,4x4 (attached automatically),Automatic,SUV,,other,Poland,,,27/04/2021,"Batorego 69a - 65-735 Zielona Góra, Lubuskie (Polska)","['ABS', 'Lane assistant', 'Rain sensor', 'Front parking sensors', 'Electrochromic rear view mirror', 'Electrically adjustable seats', 'Immobilizer', 'Automatic air conditioning', 'Speed limiter', 'Passengers airbag', 'Tinted windows', 'LED lights', 'Start-Stop system', 'Active cruise control', 'Alloy wheels', 'Bluetooth', 'Blind spot sensor', 'Rear parking sensors', 'Electric front windows', 'Electrically adjustable mirrors', 'Isofix', 'Dual zone air conditioning', 'Heated front seats', 'Front side airbags', 'Factory radio', 'Fog lights', 'Leather upholstery', 'Power steering', 'ASR (traction control)', 'Central locking', 'Twilight sensor', 'Electrochromic side mirrors', 'Electric rear windows', 'ESP(stabilization of the track)', 'Rear view camera', 'On-board computer', 'Drivers airbag', 'Rear side airbags', 'Xenon lights', 'GPS navigation', 'Cruise control', 'Shift paddles']"
676,245239,PLN,New,Alfa Romeo,Stelvio,,,2021,5.0,280.0,2000.0,Gasoline,,4x4 (attached automatically),Automatic,SUV,,other,Poland,,,27/04/2021,"Batorego 69a - 65-735 Zielona Góra, Lubuskie (Polska)","['ABS', 'Lane assistant', 'Rain sensor', 'Front parking sensors', 'Electrochromic rear view mirror', 'Electrically adjustable seats', 'Immobilizer', 'Automatic air conditioning', 'Speed limiter', 'Passengers airbag', 'Tinted windows', 'LED lights', 'Start-Stop system', 'Active cruise control', 'Alloy wheels', 'Bluetooth', 'Blind spot sensor', 'Rear parking sensors', 'Electric front windows', 'Electrically adjustable mirrors', 'Isofix', 'Dual zone air conditioning', 'Heated front seats', 'Front side airbags', 'Factory radio', 'Fog lights', 'Leather upholstery', 'Power steering', 'ASR (traction control)', 'Central locking', 'Twilight sensor', 'Electrochromic side mirrors', 'Electric rear windows', 'ESP(stabilization of the track)', 'Rear view camera', 'On-board computer', 'Drivers airbag', 'Rear side airbags', 'Xenon lights', 'GPS navigation', 'Cruise control', 'Shift paddles']"
677,22300,PLN,Used,Alfa Romeo,159,,,2011,190000.0,120.0,1900.0,Diesel,134.0,Front wheels,Manual,sedan,4.0,black,Belgium,Yes,20/02/2011,29/04/2021,"Graniczna 26 - 09-400 Płock, Mazowieckie (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Rain sensor', 'Electrochromic rear view mirror', 'Automatic air conditioning', 'Air curtains', 'Heated side mirrors', 'Rear side airbags', 'Daytime running lights', 'Cruise control', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alarm', 'Rear parking sensors', 'Electric rear windows', 'Dual zone air conditioning', 'MP3', 'Airbag protecting the knees', 'Tinted windows', 'Fog lights', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Electrochromic side mirrors', 'ESP(stabilization of the track)', 'On-board computer', 'Speed limiter', 'Front side airbags', 'Start-Stop system', 'Leather upholstery']"
678,7200,PLN,Used,Alfa Romeo,156,1.9JTD16v Progression,,2004,234000.0,140.0,1910.0,Diesel,,Front wheels,Manual,station_wagon,4.0,blue,Poland,,10/06/2010,27/04/2021,"Bielsko-Biała, Śląskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Automatic air conditioning', 'Tinted windows', 'Leather upholstery', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Dual zone air conditioning', 'Roof rails', 'Cruise control', 'Central locking', 'Immobilizer', 'Factory radio', 'Electric rear windows', 'Speed limiter', 'Fog lights', 'Multifunction steering wheel']"
679,16900,PLN,Used,Alfa Romeo,159,,,2008,199666.0,150.0,1910.0,Diesel,,Front wheels,Manual,sedan,4.0,silver,,Yes,,27/04/2021,"Janów Lubelski, janowski, Lubelskie","['ABS', 'Electric front windows', 'Drivers airbag', 'Alarm', 'Bluetooth', 'Electric rear windows', 'USB socket', 'Air curtains', 'Front side airbags', 'Velor upholstery', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rain sensor', 'ESP(stabilization of the track)', 'Dual zone air conditioning', 'DVD player', 'Tinted windows', 'Multifunction steering wheel', 'Central locking', 'Immobilizer', 'Power steering', 'ASR (traction control)', 'Rear parking sensors', 'AUX socket', 'On-board computer', 'Heated side mirrors', 'Fog lights']"
680,32000,PLN,Used,Alfa Romeo,Giulietta,,,2011,162750.0,170.0,1368.0,Gasoline,,Front wheels,Manual,compact,5.0,white,Poland,,30/03/2011,29/04/2021,"Okulickiego 3B - 05-500 Piaseczno, piaseczyński, Mazowieckie (Polska)","['ABS', 'Power steering', 'Rain sensor', 'Electrically adjustable mirrors', 'Isofix', 'Factory radio', 'Start-Stop system', 'Xenon lights', 'Alloy wheels', 'Automatic air conditioning', 'Central locking', 'ESP(stabilization of the track)', 'Leather upholstery', 'Rear parking sensors', 'Tinted windows', 'Front side airbags', 'ASR (traction control)', 'Twilight sensor', 'Daytime running lights', 'Fog lights', 'On-board computer', 'Multifunction steering wheel', 'USB socket', 'Electric rear windows']"
681,14900,PLN,Used,Alfa Romeo,Mito,,,2009,154000.0,,1600.0,Diesel,,Front wheels,Manual,city_cars,,red,,,,27/04/2021,"Zielona Góra, Lubuskie","['ABS', 'Electric front windows', 'Passengers airbag', 'Alloy wheels', 'Rear parking sensors', 'On-board computer', 'CD', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Isofix', 'Multifunction steering wheel', 'Central locking', 'Drivers airbag', 'Power steering', 'Bluetooth', 'Automatic air conditioning']"
682,9300,PLN,Used,Alfa Romeo,147,,,2005,218000.0,120.0,1598.0,Gasoline,,Front wheels,Manual,coupe,3.0,black,,,29/07/2005,27/04/2021,"Kraków, Małopolskie, Bieżanów-Prokocim","['ASR (traction control)', 'Central locking', 'Immobilizer', 'Heated front seats', 'Front side airbags', 'Aftermarket radio', 'Power steering', 'Alloy wheels', 'Electric front windows', 'On-board computer', 'Drivers airbag', 'Rear side airbags', 'Leather upholstery', 'CD', 'Electrically adjustable mirrors', 'Heated side mirrors', 'Passengers airbag', 'Tinted windows', 'Multifunction steering wheel']"
683,67500,PLN,Used,Alfa Romeo,Stelvio,,,2020,19000.0,280.0,1995.0,Gasoline,,4x4 (permanent),Automatic,SUV,5.0,gray,United States,,,29/04/2021,"Pratulińska 18 - 03-511 Warszawa, Targówek (Polska)",[]
684,19500,PLN,Used,Alfa Romeo,159,1.9 JTDM 16V DPF Q-Tronic,,2007,193000.0,150.0,1910.0,Diesel,187.0,Front wheels,Automatic,sedan,4.0,gray,Italy,Yes,03/04/2007,02/05/2021,"Gdańska 18 (parking strzeżony obok Multikina) - 41-800 Zabrze, Śląskie (Polska)","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Bluetooth', 'Rear parking sensors', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'Air curtains', 'Front side airbags', 'Xenon lights', 'Multifunction steering wheel', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rain sensor', 'Electrochromic rear view mirror', 'USB socket', 'Dual zone air conditioning', 'Heated side mirrors', 'Rear side airbags', 'Leather upholstery', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Twilight sensor', 'Electric rear windows', 'Isofix', 'On-board computer', 'Airbag protecting the knees', 'Fog lights', 'Cruise control']"
685,29800,PLN,Used,Alfa Romeo,Brera,3.2 JTS V6 24V Q4,,2006,283500.0,260.0,3195.0,Gasoline,270.0,4x4 (permanent),Manual,coupe,2.0,black,Germany,,11/09/2006,26/04/2021,"Częstochowa, Śląskie, Śródmieście","['ABS', 'Electric front windows', 'Drivers airbag', 'Power steering', 'Rain sensor', 'Electrically adjustable seats', 'On-board computer', 'Airbag protecting the knees', 'Leather upholstery', 'CD', 'Electrically adjustable mirrors', 'Passengers airbag', 'Alloy wheels', 'Rear parking sensors', 'ESP(stabilization of the track)', 'Heated side mirrors', 'Front side airbags', 'Cruise control', 'Central locking', 'Immobilizer', 'Factory radio', 'ASR (traction control)', 'Panoramic roof', 'Dual zone air conditioning', 'Heated front seats', 'Fog lights', 'Multifunction steering wheel']"
686,161800,PLN,Used,Alfa Romeo,Stelvio,2.0 Turbo Executive Q4,,2018,24000.0,280.0,1995.0,Gasoline,,4x4 (attached automatically),Automatic,SUV,5.0,brown,Poland,Yes,,26/04/2021,"Obrzeżna Północna 24 - 41-400 Mysłowice, Śląskie (Polska)","['ABS', 'Electrically adjustable mirrors', 'Factory radio', 'ASR (traction control)', 'Rain sensor', 'Front parking sensors', 'Electric rear windows', 'USB socket', 'Dual zone air conditioning', 'GPS navigation', 'Front side airbags', 'Xenon lights', 'Multifunction steering wheel', 'Central locking', 'Drivers airbag', 'Power steering', 'Lane assistant', 'Blind spot sensor', 'Rear parking sensors', 'Electrically adjustable seats', 'Rear view camera', 'On-board computer', 'Heated side mirrors', 'Start-Stop system', 'Leather upholstery', 'Electric front windows', 'Passengers airbag', 'Alloy wheels', 'Bluetooth', 'Twilight sensor', 'Electrochromic rear view mirror', 'ESP(stabilization of the track)', 'Automatic air conditioning', 'Air curtains', 'Heated front seats', 'Daytime running lights', 'Active cruise control']"
